date,channel,campaign_type,product,impressions,clicks,conversions,spend,revenue,ctr,conversion_rate,cac,roas,profit
2025-04-04,Display Ads,Seasonal Promotion,Premium Plan,26812,281,13,712.19,1357.85,1.05,4.63,54.78,1.91,645.66
2025-04-04,YouTube Ads,Flash Sale,Add-on Service,17649,278,20,1140.05,2171.97,1.58,7.19,57.0,1.91,1031.92
2025-04-04,Twitter Ads,Lead Generation,Starter Kit,9151,217,7,449.54,758.81,2.37,3.23,64.22,1.69,309.27
2025-04-04,TikTok Ads,Flash Sale,Starter Kit,25150,845,30,883.43,2715.4,3.36,3.55,29.45,3.07,1831.97
2025-04-04,Affiliate Marketing,Brand Awareness,Add-on Service,9591,572,57,504.85,8088.81,5.96,9.97,8.86,16.02,7583.96
2025-04-04,Referral,Brand Awareness,Basic Plan,3000,205,31,176.59,4392.2,6.83,15.12,5.7,24.87,4215.61
2025-04-05,Google Ads,Seasonal Promotion,Add-on Service,6596,325,34,590.85,4446.14,4.93,10.46,17.38,7.52,3855.29
2025-04-05,Facebook Ads,Lead Generation,Starter Kit,9466,282,16,726.18,1731.46,2.98,5.67,45.39,2.38,1005.28
2025-04-05,Instagram Ads,Retargeting,Enterprise Plan,9012,334,13,684.02,1376.67,3.71,3.89,52.62,2.01,692.65
2025-04-05,LinkedIn Ads,Retargeting,Premium Plan,2219,35,3,779.04,752.13,1.58,8.57,259.68,0.97,-26.91
2025-04-05,Email Marketing,Lead Generation,Starter Kit,14856,2778,247,141.97,27762.63,18.7,8.89,0.57,195.55,27620.66
2025-04-05,Organic Search,Seasonal Promotion,Basic Plan,21065,1166,175,0.0,25848.15,5.54,15.01,0.0,0.0,25848.15
2025-04-05,Display Ads,Retargeting,Premium Plan,27747,446,13,625.36,1420.61,1.61,2.91,48.1,2.27,795.25
2025-04-05,YouTube Ads,Product Launch,Enterprise Plan,16116,440,17,719.02,2306.78,2.73,3.86,42.3,3.21,1587.76
2025-04-05,Twitter Ads,Flash Sale,Basic Plan,6734,145,4,287.08,450.8,2.15,2.76,71.77,1.57,163.72
2025-04-05,TikTok Ads,Flash Sale,Premium Plan,19345,770,26,749.45,2645.43,3.98,3.38,28.83,3.53,1895.98
2025-04-05,Affiliate Marketing,Brand Awareness,Premium Plan,6428,321,33,418.64,3804.5,4.99,10.28,12.69,9.09,3385.86
2025-04-05,Referral,Flash Sale,Starter Kit,4779,456,65,106.62,11959.75,9.54,14.25,1.64,112.17,11853.13
2025-04-06,Google Ads,Flash Sale,Enterprise Plan,6790,291,28,896.56,4587.24,4.29,9.62,32.02,5.12,3690.68
2025-04-06,Facebook Ads,Brand Awareness,Add-on Service,12972,474,32,600.09,3199.15,3.65,6.75,18.75,5.33,2599.06
2025-04-06,Instagram Ads,Flash Sale,Starter Kit,7045,215,11,446.61,1092.38,3.05,5.12,40.6,2.45,645.77
2025-04-06,LinkedIn Ads,Flash Sale,Add-on Service,4024,112,15,829.18,3066.36,2.78,13.39,55.28,3.7,2237.18
2025-04-06,Email Marketing,Seasonal Promotion,Basic Plan,10868,1922,186,208.76,24945.16,17.68,9.68,1.12,119.49,24736.4
2025-04-06,Organic Search,Retargeting,Add-on Service,17810,1423,205,0.0,24129.97,7.99,14.41,0.0,0.0,24129.97
2025-04-06,Display Ads,Retargeting,Premium Plan,20975,367,10,786.54,1145.11,1.75,2.72,78.65,1.46,358.57
2025-04-06,YouTube Ads,Lead Generation,Enterprise Plan,11042,184,13,907.6,1562.04,1.67,7.07,69.82,1.72,654.44
2025-04-06,Twitter Ads,Seasonal Promotion,Basic Plan,7944,172,7,351.17,561.59,2.17,4.07,50.17,1.6,210.42
2025-04-06,TikTok Ads,Lead Generation,Basic Plan,18079,495,30,455.07,2220.44,2.74,6.06,15.17,4.88,1765.37
2025-04-06,Affiliate Marketing,Lead Generation,Premium Plan,6187,429,43,261.2,5277.75,6.93,10.02,6.07,20.21,5016.55
2025-04-06,Referral,Retargeting,Enterprise Plan,3791,258,37,110.68,5151.08,6.81,14.34,2.99,46.54,5040.4
2025-04-07,Google Ads,Product Launch,Starter Kit,10244,354,41,1026.86,7300.95,3.46,11.58,25.05,7.11,6274.09
2025-04-07,Facebook Ads,Product Launch,Basic Plan,14515,327,21,981.31,2049.05,2.25,6.42,46.73,2.09,1067.74
2025-04-07,Instagram Ads,Brand Awareness,Basic Plan,10648,342,20,649.82,2224.09,3.21,5.85,32.49,3.42,1574.27
2025-04-07,LinkedIn Ads,Lead Generation,Premium Plan,5597,157,15,931.98,4603.42,2.81,9.55,62.13,4.94,3671.44
2025-04-07,Email Marketing,Seasonal Promotion,Enterprise Plan,19611,4428,549,194.11,68423.64,22.58,12.4,0.35,352.5,68229.53
2025-04-07,Organic Search,Brand Awareness,Starter Kit,24295,1176,174,0.0,22232.93,4.84,14.8,0.0,0.0,22232.93
2025-04-07,Display Ads,Retargeting,Starter Kit,28494,352,8,1148.46,1013.67,1.24,2.27,143.56,0.88,-134.79
2025-04-07,YouTube Ads,Seasonal Promotion,Premium Plan,24000,651,46,1203.61,4764.6,2.71,7.07,26.17,3.96,3560.99
2025-04-07,Twitter Ads,Seasonal Promotion,Starter Kit,13912,438,25,455.69,2157.23,3.15,5.71,18.23,4.73,1701.54
2025-04-07,TikTok Ads,Lead Generation,Basic Plan,20915,875,31,991.83,2871.49,4.18,3.54,31.99,2.9,1879.66
2025-04-07,Affiliate Marketing,Seasonal Promotion,Starter Kit,9314,522,53,694.37,6052.7,5.6,10.15,13.1,8.72,5358.33
2025-04-07,Referral,Retargeting,Starter Kit,3865,269,32,146.49,5211.52,6.96,11.9,4.58,35.58,5065.03
2025-04-08,Google Ads,Retargeting,Premium Plan,8561,363,38,892.82,5620.47,4.24,10.47,23.5,6.3,4727.65
2025-04-08,Facebook Ads,Seasonal Promotion,Add-on Service,19884,764,50,800.31,4978.86,3.84,6.54,16.01,6.22,4178.55
2025-04-08,Instagram Ads,Brand Awareness,Basic Plan,15540,653,36,986.55,4597.15,4.2,5.51,27.4,4.66,3610.6
2025-04-08,LinkedIn Ads,Seasonal Promotion,Enterprise Plan,3091,49,6,1427.42,1460.3,1.59,12.24,237.9,1.02,32.88
2025-04-08,Email Marketing,Seasonal Promotion,Add-on Service,18102,3364,414,266.92,67932.46,18.58,12.31,0.64,254.5,67665.54
2025-04-08,Organic Search,Lead Generation,Premium Plan,27591,1956,229,0.0,35003.54,7.09,11.71,0.0,0.0,35003.54
2025-04-08,Display Ads,Lead Generation,Basic Plan,34521,478,21,1168.4,1866.42,1.38,4.39,55.64,1.6,698.02
2025-04-08,YouTube Ads,Brand Awareness,Enterprise Plan,24390,428,18,1161.8,1990.55,1.75,4.21,64.54,1.71,828.75
2025-04-08,Twitter Ads,Brand Awareness,Basic Plan,9191,301,15,499.23,1479.96,3.27,4.98,33.28,2.96,980.73
2025-04-08,TikTok Ads,Brand Awareness,Add-on Service,26874,775,50,1038.97,3980.32,2.88,6.45,20.78,3.83,2941.35
2025-04-08,Affiliate Marketing,Seasonal Promotion,Enterprise Plan,7992,418,50,542.23,6252.85,5.23,11.96,10.84,11.53,5710.62
2025-04-08,Referral,Product Launch,Premium Plan,5143,417,71,151.44,9666.31,8.11,17.03,2.13,63.83,9514.87
2025-04-09,Google Ads,Brand Awareness,Premium Plan,13455,671,78,1234.65,13090.03,4.99,11.62,15.83,10.6,11855.38
2025-04-09,Facebook Ads,Retargeting,Basic Plan,17898,384,32,605.35,3131.83,2.15,8.33,18.92,5.17,2526.48
2025-04-09,Instagram Ads,Lead Generation,Enterprise Plan,14832,505,22,640.47,1830.41,3.4,4.36,29.11,2.86,1189.94
2025-04-09,LinkedIn Ads,Seasonal Promotion,Add-on Service,4012,71,8,1058.0,2887.99,1.77,11.27,132.25,2.73,1829.99
2025-04-09,Email Marketing,Seasonal Promotion,Add-on Service,24606,4757,432,215.27,59347.04,19.33,9.08,0.5,275.69,59131.77
2025-04-09,Organic Search,Lead Generation,Starter Kit,34165,2671,389,0.0,42320.82,7.82,14.56,0.0,0.0,42320.82
2025-04-09,Display Ads,Flash Sale,Add-on Service,37333,551,26,1056.99,2950.71,1.48,4.72,40.65,2.79,1893.72
2025-04-09,YouTube Ads,Product Launch,Premium Plan,18157,389,29,987.7,2785.61,2.14,7.46,34.06,2.82,1797.91
2025-04-09,Twitter Ads,Brand Awareness,Enterprise Plan,8773,306,16,644.71,1228.41,3.49,5.23,40.29,1.91,583.7
2025-04-09,TikTok Ads,Product Launch,Enterprise Plan,29778,974,50,773.15,3890.65,3.27,5.13,15.46,5.03,3117.5
2025-04-09,Affiliate Marketing,Retargeting,Premium Plan,5132,321,40,478.62,4819.32,6.25,12.46,11.97,10.07,4340.7
2025-04-09,Referral,Retargeting,Add-on Service,5694,335,42,59.49,5528.4,5.88,12.54,1.42,92.93,5468.91
2025-04-10,Google Ads,Brand Awareness,Enterprise Plan,11156,404,38,1343.49,5175.68,3.62,9.41,35.35,3.85,3832.19
2025-04-10,Facebook Ads,Retargeting,Basic Plan,15501,594,44,716.74,5765.91,3.83,7.41,16.29,8.04,5049.17
2025-04-10,Instagram Ads,Brand Awareness,Enterprise Plan,13175,526,28,804.22,2456.42,3.99,5.32,28.72,3.05,1652.2
2025-04-10,LinkedIn Ads,Product Launch,Add-on Service,4024,62,7,1111.34,1902.98,1.54,11.29,158.76,1.71,791.64
2025-04-10,Email Marketing,Retargeting,Add-on Service,19217,3748,338,208.3,43321.75,19.5,9.02,0.62,207.98,43113.45
2025-04-10,Organic Search,Lead Generation,Basic Plan,26957,1597,188,0.0,23755.6,5.92,11.77,0.0,0.0,23755.6
2025-04-10,Display Ads,Seasonal Promotion,Premium Plan,30852,608,26,1174.58,3679.48,1.97,4.28,45.18,3.13,2504.9
2025-04-10,YouTube Ads,Brand Awareness,Add-on Service,18251,281,16,1131.41,1992.11,1.54,5.69,70.71,1.76,860.7
2025-04-10,Twitter Ads,Flash Sale,Add-on Service,10050,311,12,541.88,1263.16,3.09,3.86,45.16,2.33,721.28
2025-04-10,TikTok Ads,Brand Awareness,Starter Kit,27855,1032,60,1067.03,5288.51,3.7,5.81,17.78,4.96,4221.48
2025-04-10,Affiliate Marketing,Flash Sale,Add-on Service,5259,308,28,565.62,3873.25,5.86,9.09,20.2,6.85,3307.63
2025-04-10,Referral,Flash Sale,Enterprise Plan,4252,216,29,175.45,4006.51,5.08,13.43,6.05,22.84,3831.06
2025-04-11,Google Ads,Retargeting,Add-on Service,11424,364,36,1065.46,4691.94,3.19,9.89,29.6,4.4,3626.48
2025-04-11,Facebook Ads,Product Launch,Enterprise Plan,13790,440,25,1113.19,2374.61,3.19,5.68,44.53,2.13,1261.42
2025-04-11,Instagram Ads,Seasonal Promotion,Add-on Service,16131,489,37,763.39,3501.72,3.03,7.57,20.63,4.59,2738.33
2025-04-11,LinkedIn Ads,Seasonal Promotion,Enterprise Plan,3157,77,8,1107.34,2556.36,2.44,10.39,138.42,2.31,1449.02
2025-04-11,Email Marketing,Lead Generation,Add-on Service,17877,3819,414,273.12,48111.05,21.36,10.84,0.66,176.15,47837.93
2025-04-11,Organic Search,Seasonal Promotion,Starter Kit,23780,1304,135,0.0,19214.27,5.48,10.35,0.0,0.0,19214.27
2025-04-11,Display Ads,Seasonal Promotion,Starter Kit,38769,424,17,911.62,2030.27,1.09,4.01,53.62,2.23,1118.65
2025-04-11,YouTube Ads,Retargeting,Basic Plan,23613,591,43,1319.38,4517.26,2.5,7.28,30.68,3.42,3197.88
2025-04-11,Twitter Ads,Seasonal Promotion,Basic Plan,12426,257,9,636.84,1045.48,2.07,3.5,70.76,1.64,408.64
2025-04-11,TikTok Ads,Flash Sale,Enterprise Plan,26446,735,38,998.3,2538.41,2.78,5.17,26.27,2.54,1540.11
2025-04-11,Affiliate Marketing,Lead Generation,Premium Plan,7305,299,36,300.76,4495.55,4.09,12.04,8.35,14.95,4194.79
2025-04-11,Referral,Brand Awareness,Premium Plan,3496,292,35,198.34,5968.41,8.35,11.99,5.67,30.09,5770.07
2025-04-12,Google Ads,Retargeting,Premium Plan,7398,368,35,913.9,6208.68,4.97,9.51,26.11,6.79,5294.78
2025-04-12,Facebook Ads,Flash Sale,Basic Plan,8758,185,9,796.24,919.44,2.11,4.86,88.47,1.15,123.2
2025-04-12,Instagram Ads,Seasonal Promotion,Starter Kit,8890,357,22,594.07,2013.12,4.02,6.16,27.0,3.39,1419.05
2025-04-12,LinkedIn Ads,Retargeting,Premium Plan,2362,45,4,1150.72,1081.85,1.91,8.89,287.68,0.94,-68.87
2025-04-12,Email Marketing,Product Launch,Enterprise Plan,10738,2317,293,135.93,37845.84,21.58,12.65,0.46,278.42,37709.91
2025-04-12,Organic Search,Seasonal Promotion,Basic Plan,16780,1082,146,0.0,17416.03,6.45,13.49,0.0,0.0,17416.03
2025-04-12,Display Ads,Brand Awareness,Basic Plan,21854,366,7,762.17,780.38,1.67,1.91,108.88,1.02,18.21
2025-04-12,YouTube Ads,Flash Sale,Enterprise Plan,12928,352,21,615.1,2645.08,2.72,5.97,29.29,4.3,2029.98
2025-04-12,Twitter Ads,Product Launch,Premium Plan,8717,205,7,457.24,668.85,2.35,3.41,65.32,1.46,211.61
2025-04-12,TikTok Ads,Product Launch,Enterprise Plan,20183,510,27,750.04,2248.41,2.53,5.29,27.78,3.0,1498.37
2025-04-12,Affiliate Marketing,Seasonal Promotion,Add-on Service,3995,242,22,320.12,2547.66,6.06,9.09,14.55,7.96,2227.54
2025-04-12,Referral,Product Launch,Premium Plan,2895,208,28,105.89,4036.33,7.18,13.46,3.78,38.12,3930.44
2025-04-13,Google Ads,Brand Awareness,Enterprise Plan,7972,335,37,657.18,4871.42,4.2,11.04,17.76,7.41,4214.24
2025-04-13,Facebook Ads,Product Launch,Starter Kit,9572,226,19,695.67,1828.41,2.36,8.41,36.61,2.63,1132.74
2025-04-13,Instagram Ads,Flash Sale,Add-on Service,10662,478,30,579.44,2838.0,4.48,6.28,19.31,4.9,2258.56
2025-04-13,LinkedIn Ads,Seasonal Promotion,Premium Plan,3053,77,9,1116.54,3014.89,2.52,11.69,124.06,2.7,1898.35
2025-04-13,Email Marketing,Lead Generation,Basic Plan,13643,2501,265,104.95,35026.73,18.33,10.6,0.4,333.75,34921.78
2025-04-13,Organic Search,Product Launch,Enterprise Plan,18262,893,93,0.0,10191.12,4.89,10.41,0.0,0.0,10191.12
2025-04-13,Display Ads,Flash Sale,Starter Kit,26665,313,10,587.35,811.37,1.17,3.19,58.74,1.38,224.02
2025-04-13,YouTube Ads,Retargeting,Premium Plan,12570,303,21,860.68,2208.56,2.41,6.93,40.98,2.57,1347.88
2025-04-13,Twitter Ads,Flash Sale,Basic Plan,8848,220,6,302.64,497.82,2.49,2.73,50.44,1.64,195.18
2025-04-13,TikTok Ads,Retargeting,Basic Plan,15673,478,18,642.68,1998.56,3.05,3.77,35.7,3.11,1355.88
2025-04-13,Affiliate Marketing,Flash Sale,Starter Kit,5024,305,34,462.72,4838.79,6.07,11.15,13.61,10.46,4376.07
2025-04-13,Referral,Seasonal Promotion,Enterprise Plan,3885,347,48,56.28,6618.37,8.93,13.83,1.17,117.6,6562.09
2025-04-14,Google Ads,Retargeting,Starter Kit,12226,545,47,1421.85,6661.71,4.46,8.62,30.25,4.69,5239.86
2025-04-14,Facebook Ads,Flash Sale,Premium Plan,15656,316,16,829.88,1545.15,2.02,5.06,51.87,1.86,715.27
2025-04-14,Instagram Ads,Seasonal Promotion,Enterprise Plan,15105,679,44,571.07,5274.01,4.5,6.48,12.98,9.24,4702.94
2025-04-14,LinkedIn Ads,Seasonal Promotion,Enterprise Plan,3557,78,9,1332.07,2897.43,2.19,11.54,148.01,2.18,1565.36
2025-04-14,Email Marketing,Seasonal Promotion,Add-on Service,20954,5215,542,111.51,91421.15,24.89,10.39,0.21,819.85,91309.64
2025-04-14,Organic Search,Brand Awareness,Basic Plan,31186,1678,231,0.0,32616.0,5.38,13.77,0.0,0.0,32616.0
2025-04-14,Display Ads,Seasonal Promotion,Enterprise Plan,39735,714,20,744.02,2307.54,1.8,2.8,37.2,3.1,1563.52
2025-04-14,YouTube Ads,Product Launch,Premium Plan,23720,460,20,846.79,2166.28,1.94,4.35,42.34,2.56,1319.49
2025-04-14,Twitter Ads,Lead Generation,Enterprise Plan,9300,265,12,480.53,1278.96,2.85,4.53,40.04,2.66,798.43
2025-04-14,TikTok Ads,Brand Awareness,Enterprise Plan,27942,936,30,828.73,3161.63,3.35,3.21,27.62,3.82,2332.9
2025-04-14,Affiliate Marketing,Retargeting,Add-on Service,6590,288,27,534.94,3155.43,4.37,9.38,19.81,5.9,2620.49
2025-04-14,Referral,Lead Generation,Add-on Service,6569,472,76,80.51,13161.82,7.19,16.1,1.06,163.48,13081.31
2025-04-15,Google Ads,Seasonal Promotion,Starter Kit,9262,441,36,966.21,5549.04,4.76,8.16,26.84,5.74,4582.83
2025-04-15,Facebook Ads,Lead Generation,Add-on Service,15990,391,22,844.33,2802.1,2.45,5.63,38.38,3.32,1957.77
2025-04-15,Instagram Ads,Brand Awareness,Enterprise Plan,15824,599,38,570.16,3268.13,3.79,6.34,15.0,5.73,2697.97
2025-04-15,LinkedIn Ads,Flash Sale,Enterprise Plan,5892,150,15,1419.4,3557.67,2.55,10.0,94.63,2.51,2138.27
2025-04-15,Email Marketing,Flash Sale,Premium Plan,17675,3158,316,111.34,50536.26,17.87,10.01,0.35,453.89,50424.92
2025-04-15,Organic Search,Product Launch,Starter Kit,32134,2389,343,0.0,49479.82,7.43,14.36,0.0,0.0,49479.82
2025-04-15,Display Ads,Brand Awareness,Starter Kit,33740,473,10,1106.23,996.45,1.4,2.11,110.62,0.9,-109.78
2025-04-15,YouTube Ads,Lead Generation,Enterprise Plan,18186,414,18,1251.84,2350.5,2.28,4.35,69.55,1.88,1098.66
2025-04-15,Twitter Ads,Retargeting,Enterprise Plan,9443,300,9,631.15,845.98,3.18,3.0,70.13,1.34,214.83
2025-04-15,TikTok Ads,Lead Generation,Add-on Service,20182,723,39,682.94,4033.69,3.58,5.39,17.51,5.91,3350.75
2025-04-15,Affiliate Marketing,Product Launch,Basic Plan,5055,256,30,303.03,4423.87,5.06,11.72,10.1,14.6,4120.84
2025-04-15,Referral,Brand Awareness,Enterprise Plan,4427,229,31,191.45,4326.27,5.17,13.54,6.18,22.6,4134.82
2025-04-16,Google Ads,Brand Awareness,Basic Plan,8840,270,24,845.43,4092.63,3.05,8.89,35.23,4.84,3247.2
2025-04-16,Facebook Ads,Brand Awareness,Starter Kit,14263,289,25,1074.07,2188.01,2.03,8.65,42.96,2.04,1113.94
2025-04-16,Instagram Ads,Seasonal Promotion,Premium Plan,11588,392,29,807.94,3523.39,3.38,7.4,27.86,4.36,2715.45
2025-04-16,LinkedIn Ads,Retargeting,Add-on Service,5971,138,16,1002.83,4639.96,2.31,11.59,62.68,4.63,3637.13
2025-04-16,Email Marketing,Lead Generation,Basic Plan,16519,3073,252,193.9,27405.5,18.6,8.2,0.77,141.34,27211.6
2025-04-16,Organic Search,Product Launch,Starter Kit,25922,1453,163,0.0,21752.71,5.61,11.22,0.0,0.0,21752.71
2025-04-16,Display Ads,Flash Sale,Add-on Service,27405,373,13,1081.6,1604.97,1.36,3.49,83.2,1.48,523.37
2025-04-16,YouTube Ads,Product Launch,Enterprise Plan,23436,587,37,918.22,4823.8,2.5,6.3,24.82,5.25,3905.58
2025-04-16,Twitter Ads,Lead Generation,Premium Plan,8208,258,9,547.16,790.46,3.14,3.49,60.8,1.44,243.3
2025-04-16,TikTok Ads,Seasonal Promotion,Basic Plan,25550,999,43,1054.53,3179.34,3.91,4.3,24.52,3.01,2124.81
2025-04-16,Affiliate Marketing,Lead Generation,Premium Plan,9334,460,51,612.55,5155.88,4.93,11.09,12.01,8.42,4543.33
2025-04-16,Referral,Retargeting,Starter Kit,3091,305,53,144.2,7407.54,9.87,17.38,2.72,51.37,7263.34
2025-04-17,Google Ads,Flash Sale,Add-on Service,12002,411,44,1226.61,6488.17,3.42,10.71,27.88,5.29,5261.56
2025-04-17,Facebook Ads,Brand Awareness,Premium Plan,17575,403,30,1165.58,3647.25,2.29,7.44,38.85,3.13,2481.67
2025-04-17,Instagram Ads,Product Launch,Premium Plan,12099,460,25,546.71,2678.95,3.8,5.43,21.87,4.9,2132.24
2025-04-17,LinkedIn Ads,Flash Sale,Add-on Service,5996,112,13,1026.4,3780.01,1.87,11.61,78.95,3.68,2753.61
2025-04-17,Email Marketing,Brand Awareness,Enterprise Plan,21177,4367,421,236.62,50218.04,20.62,9.64,0.56,212.23,49981.42
2025-04-17,Organic Search,Retargeting,Premium Plan,21220,1372,214,0.0,31709.23,6.47,15.6,0.0,0.0,31709.23
2025-04-17,Display Ads,Brand Awareness,Add-on Service,30005,372,17,929.74,1457.56,1.24,4.57,54.69,1.57,527.82
2025-04-17,YouTube Ads,Flash Sale,Enterprise Plan,19714,499,29,1397.62,3520.3,2.53,5.81,48.19,2.52,2122.68
2025-04-17,Twitter Ads,Brand Awareness,Add-on Service,13808,283,9,786.76,939.77,2.05,3.18,87.42,1.19,153.01
2025-04-17,TikTok Ads,Product Launch,Basic Plan,22316,591,23,947.48,2239.01,2.65,3.89,41.19,2.36,1291.53
2025-04-17,Affiliate Marketing,Product Launch,Basic Plan,5554,245,25,590.13,2526.61,4.41,10.2,23.61,4.28,1936.48
2025-04-17,Referral,Lead Generation,Enterprise Plan,5946,340,49,124.59,7891.8,5.72,14.41,2.54,63.34,7767.21
2025-04-18,Google Ads,Product Launch,Add-on Service,11402,550,64,1062.86,9648.44,4.82,11.64,16.61,9.08,8585.58
2025-04-18,Facebook Ads,Product Launch,Starter Kit,12306,265,20,1148.7,2080.64,2.15,7.55,57.44,1.81,931.94
2025-04-18,Instagram Ads,Flash Sale,Premium Plan,11218,288,16,825.6,2071.55,2.57,5.56,51.6,2.51,1245.95
2025-04-18,LinkedIn Ads,Product Launch,Basic Plan,3904,94,14,920.51,3919.71,2.41,14.89,65.75,4.26,2999.2
2025-04-18,Email Marketing,Lead Generation,Enterprise Plan,20845,3443,397,127.97,60135.02,16.52,11.53,0.32,469.91,60007.05
2025-04-18,Organic Search,Brand Awareness,Premium Plan,28563,2046,236,0.0,26234.62,7.16,11.53,0.0,0.0,26234.62
2025-04-18,Display Ads,Seasonal Promotion,Add-on Service,33611,447,14,702.6,1674.51,1.33,3.13,50.19,2.38,971.91
2025-04-18,YouTube Ads,Seasonal Promotion,Premium Plan,21549,454,28,962.92,3579.86,2.11,6.17,34.39,3.72,2616.94
2025-04-18,Twitter Ads,Lead Generation,Add-on Service,8404,241,11,693.95,976.84,2.87,4.56,63.09,1.41,282.89
2025-04-18,TikTok Ads,Product Launch,Add-on Service,27438,708,22,964.55,2131.32,2.58,3.11,43.84,2.21,1166.77
2025-04-18,Affiliate Marketing,Product Launch,Enterprise Plan,8049,361,44,613.22,6112.32,4.49,12.19,13.94,9.97,5499.1
2025-04-18,Referral,Lead Generation,Enterprise Plan,4770,337,58,98.42,7010.0,7.06,17.21,1.7,71.23,6911.58
2025-04-19,Google Ads,Seasonal Promotion,Basic Plan,7956,338,35,786.04,4618.18,4.25,10.36,22.46,5.88,3832.14
2025-04-19,Facebook Ads,Lead Generation,Premium Plan,13444,510,43,769.67,4898.37,3.79,8.43,17.9,6.36,4128.7
2025-04-19,Instagram Ads,Product Launch,Add-on Service,9452,348,20,487.69,2101.95,3.68,5.75,24.38,4.31,1614.26
2025-04-19,LinkedIn Ads,Product Launch,Add-on Service,2366,54,5,671.05,1815.19,2.28,9.26,134.21,2.7,1144.14
2025-04-19,Email Marketing,Retargeting,Premium Plan,11060,2566,281,209.94,37075.98,23.2,10.95,0.75,176.6,36866.04
2025-04-19,Organic Search,Lead Generation,Premium Plan,15348,695,86,0.0,10295.29,4.53,12.37,0.0,0.0,10295.29
2025-04-19,Display Ads,Retargeting,Premium Plan,24557,448,18,511.02,1616.11,1.82,4.02,28.39,3.16,1105.09
2025-04-19,YouTube Ads,Brand Awareness,Starter Kit,16031,243,15,730.92,1831.26,1.52,6.17,48.73,2.51,1100.34
2025-04-19,Twitter Ads,Brand Awareness,Premium Plan,6404,219,7,476.85,710.96,3.42,3.2,68.12,1.49,234.11
2025-04-19,TikTok Ads,Retargeting,Starter Kit,13461,350,14,439.23,1464.65,2.6,4.0,31.37,3.33,1025.42
2025-04-19,Affiliate Marketing,Lead Generation,Add-on Service,5259,354,37,470.85,5244.95,6.73,10.45,12.73,11.14,4774.1
2025-04-19,Referral,Seasonal Promotion,Starter Kit,3567,233,37,135.79,4148.77,6.53,15.88,3.67,30.55,4012.98
2025-04-20,Google Ads,Seasonal Promotion,Enterprise Plan,8312,336,28,907.0,3772.63,4.04,8.33,32.39,4.16,2865.63
2025-04-20,Facebook Ads,Product Launch,Enterprise Plan,13340,503,25,732.49,2869.72,3.77,4.97,29.3,3.92,2137.23
2025-04-20,Instagram Ads,Lead Generation,Add-on Service,10810,460,21,515.06,2109.2,4.26,4.57,24.53,4.1,1594.14
2025-04-20,LinkedIn Ads,Brand Awareness,Starter Kit,2965,54,7,996.27,1979.44,1.82,12.96,142.32,1.99,983.17
2025-04-20,Email Marketing,Seasonal Promotion,Basic Plan,12731,2947,284,140.69,44020.81,23.15,9.64,0.5,312.89,43880.12
2025-04-20,Organic Search,Brand Awareness,Starter Kit,21674,1563,208,0.0,22584.1,7.21,13.31,0.0,0.0,22584.1
2025-04-20,Display Ads,Brand Awareness,Starter Kit,18958,195,5,659.96,642.58,1.03,2.56,131.99,0.97,-17.38
2025-04-20,YouTube Ads,Product Launch,Starter Kit,12967,355,23,925.54,3069.88,2.74,6.48,40.24,3.32,2144.34
2025-04-20,Twitter Ads,Retargeting,Basic Plan,9723,242,13,325.86,1260.42,2.49,5.37,25.07,3.87,934.56
2025-04-20,TikTok Ads,Lead Generation,Basic Plan,19516,649,26,694.95,1821.31,3.33,4.01,26.73,2.62,1126.36
2025-04-20,Affiliate Marketing,Seasonal Promotion,Enterprise Plan,6668,309,37,359.2,4174.19,4.63,11.97,9.71,11.62,3814.99
2025-04-20,Referral,Product Launch,Starter Kit,2907,220,34,79.48,6472.26,7.57,15.45,2.34,81.43,6392.78
2025-04-21,Google Ads,Lead Generation,Enterprise Plan,8644,429,35,1081.2,5818.6,4.96,8.16,30.89,5.38,4737.4
2025-04-21,Facebook Ads,Product Launch,Starter Kit,16348,595,48,770.14,5639.27,3.64,8.07,16.04,7.32,4869.13
2025-04-21,Instagram Ads,Retargeting,Premium Plan,14757,396,18,641.62,1715.33,2.68,4.55,35.65,2.67,1073.71
2025-04-21,LinkedIn Ads,Brand Awareness,Starter Kit,3454,95,11,1395.38,2575.42,2.75,11.58,126.85,1.85,1180.04
2025-04-21,Email Marketing,Brand Awareness,Enterprise Plan,18473,2819,369,129.97,58702.33,15.26,13.09,0.35,451.66,58572.36
2025-04-21,Organic Search,Retargeting,Starter Kit,21835,1645,227,0.0,26681.52,7.53,13.8,0.0,0.0,26681.52
2025-04-21,Display Ads,Lead Generation,Enterprise Plan,35372,356,14,921.55,1335.99,1.01,3.93,65.82,1.45,414.44
2025-04-21,YouTube Ads,Product Launch,Add-on Service,17983,392,18,1266.16,2291.02,2.18,4.59,70.34,1.81,1024.86
2025-04-21,Twitter Ads,Seasonal Promotion,Basic Plan,12081,281,16,412.8,1599.22,2.33,5.69,25.8,3.87,1186.42
2025-04-21,TikTok Ads,Seasonal Promotion,Premium Plan,22913,757,28,687.47,2144.55,3.3,3.7,24.55,3.12,1457.08
2025-04-21,Affiliate Marketing,Retargeting,Premium Plan,6700,461,39,540.39,4959.54,6.88,8.46,13.86,9.18,4419.15
2025-04-21,Referral,Product Launch,Add-on Service,5542,479,71,132.85,8066.73,8.64,14.82,1.87,60.72,7933.88
